UMAP_1	UMAP_2	CellType	orig.ident
2.81885622090236	-0.465657128413487	Nos1	adult20
3.15390990322963	-0.537064506133366	Nos1	adult20
-2.11392189913853	3.63154255000753	Chat3	adult20
-1.52416231089695	6.33339296428366	Chat2	adult20
5.91629622525112	-1.85234273823099	Nos1	adult20
-0.271268147765239	4.47186313716574	Chat1	adult20
-2.23553349429234	3.00275360194845	Chat1	adult20
5.85087225979702	6.92880712596579	Other1	adult20
3.39680598324672	-1.96260811241465	Nos2	adult20
4.92685244625942	-1.29654981048899	Nos1	adult20
-8.82310368472203	-0.934728933890629	Glia	adult20
6.02112792080776	7.00424419490499	Other1	adult20
5.85456011837856	-5.09332670124369	NosChat	adult20
2.47540138310329	-6.68891395481424	5HT	adult20
-2.4431743805991	3.23374973384542	Chat1	adult20
-9.25002743655308	-3.15302933605509	Glia	adult20
-2.25193192416294	2.52711163608236	Chat1	adult20
1.44377521819011	-9.1581150427659	5HT	adult20
0.112134825648229	4.66611085979147	Chat1	adult20
-1.02158429080113	3.84025846568746	Chat1	adult20
-0.0423298066244915	5.34653888789816	Chat3	adult20
-1.41578914576634	5.90254722682638	Chat2	adult20
0.163213234604757	5.12412010280294	Chat2	adult20
5.15236542767421	-3.89124096782999	*	adult20
-9.55240418368443	-2.29163016231852	Chat1	adult20
-1.15892066413029	3.2660039529006	Chat1	adult20
-2.74426462107762	3.1337584122817	Chat1	adult20
-1.4375124161826	3.81449256984396	Chat3	adult20
-2.82984044009312	3.2601650818984	Chat1	adult20
-1.25988485270603	5.49411188213034	Chat2	adult20
2.07492778843776	-7.38370288761454	5HT	adult20
-1.34387912207707	5.9374660119216	Chat2	adult20
-2.22475768977268	3.89475523082418	Chat1	adult20
5.88053486889736	-2.09821714313822	Nos3	adult20
4.92432091778652	-1.37268452199297	Nos1	adult20
2.65442059582607	-7.06737150104837	5HT	adult20
-0.578328985510905	6.65242706386251	Chat2	adult20
1.21754131859676	4.96544872371359	Chat1	adult20
-1.33188416415318	6.80134426204367	Chat2	adult20
0.560845071659844	4.28310047237081	Chat1	adult20
-2.16087772303684	3.39816747752829	Chat3	adult20
1.13907615488903	5.18861805049581	Chat1	adult20
2.78249667233364	-1.29876522572832	Nos1	adult20
-9.07920147830113	-3.91464914234476	*	adult20
6.060637217225	-3.29401768596964	Nos3	adult20
5.0508110339059	-1.73530347498255	Nos1	adult20
2.93364689892666	-1.67038924845057	Nos1	adult20
-2.06023885661228	4.33701597301168	Chat1	adult20
4.37288568562404	-2.96217371376352	Nos1	adult20
-4.7593901341544	-0.298650516589451	5HT	adult20
-1.84716488772496	4.11507211772604	Chat1	adult20
-1.80975486689671	4.03656183330221	Chat1	adult20
0.85362012332813	4.67004858104391	Chat1	adult20
5.99708626812832	-6.54254783542948	NosChat	adult20
-4.56662203723057	2.36789356319113	Chat1	adult20
2.61530349797146	-1.94757856281595	Nos2	adult20
1.2383572275056	4.88681827632589	Chat1	adult20
-2.36204125338658	3.45597396938009	Chat1	adult20
5.52502415722744	6.746440754811	Other1	adult20
4.75818608349697	-0.882663665731717	Nos1	adult20
-4.06270720416172	2.72299944011373	Chat1	adult20
-0.243125755129893	6.54666887370748	Chat2	adult20
0.249081861437719	4.19850526897116	Chat1	adult20
2.45462749546901	-1.15248011650639	Nos1	adult20
6.10637353009121	-2.2530105248292	Nos3	adult20
-3.76591660433872	-2.14202834518747	Other3	adult20
1.29191611355678	-8.5831605330308	5HT	adult20
-1.4969217961417	4.42276893703146	Chat3	adult20
6.02249358242885	-6.25319065006571	NosChat	adult20
2.90594313687221	-0.692062659581471	Nos1	adult20
2.93049476689235	-3.71849073322611	Nos2	adult20
5.63969920224087	-3.38965882213907	Nos3	adult20
-1.35647382193669	5.87770782558126	Chat2	adult20
6.06647990292446	-2.09238590153055	Nos3	adult20
5.97977326458828	-6.49263061436014	NosChat	adult20
-1.53501274043186	6.36500011531515	Chat2	adult20
-3.17333843165501	3.2924293145339	Chat1	adult20
-3.77597405367954	-1.46458668859797	*	adult20
4.9815823847665	7.20146976558371	Other1	adult20
-2.75949074679478	2.83650170413656	Chat1	adult20
