UMAP_1	UMAP_2	CellType	orig.ident
-7.5570065466129	0.173227179562481	Nos1	adult20
-7.36143655454747	0.296345580136211	Nos1	adult20
1.15023685121902	7.63411532691661	Chat3	adult20
-1.64269919073216	5.3560563211793	Chat2	adult20
-7.33536691343419	-3.13501129695234	Nos1	adult20
0.632589987162431	5.28976260474864	Chat1	adult20
1.67216955745586	7.15264712623301	Chat1	adult20
8.32084684694179	3.75328933051768	Other1	adult20
-6.18174762403599	-0.690925728762715	Nos2	adult20
-7.43827504789464	-1.96853674598989	Nos1	adult20
7.65124874437221	-1.45386398979482	Glia	adult20
8.37812595689662	3.36309109977427	Other1	adult20
-4.35319108640782	-4.30063272663411	NosChat	adult20
-6.4542643514835	-6.99043072410878	5HT	adult20
2.04083936536678	7.84269629768077	Chat1	adult20
7.11023645723232	-3.11112303682622	Glia	adult20
1.73415356004604	6.6527453546876	Chat1	adult20
-4.78313035642735	-9.16034163185414	5HT	adult20
1.13948523873456	4.80657540610972	Chat1	adult20
1.340749642495	6.02465544990245	Chat1	adult20
-0.195266076680342	4.69220124534312	Chat3	adult20
-1.28085751211278	5.72131453803721	Chat2	adult20
0.561276546362718	4.68682490638438	Chat2	adult20
-5.35032767927281	-3.11378249176797	*	adult20
8.16983919465907	-2.93798289843854	Chat1	adult20
1.73256354654201	6.33430873206797	Chat1	adult20
2.12289028489955	7.66108619025889	Chat1	adult20
0.695912024620851	6.23756324104014	Chat3	adult20
1.70727031553157	7.87988768867198	Chat1	adult20
-0.816752025242964	5.93738757423106	Chat2	adult20
-6.05729837095372	-7.53665102669057	5HT	adult20
-0.963243791218916	5.63529120734874	Chat2	adult20
0.644020220879396	7.35262786201182	Chat1	adult20
-7.63215131437413	-3.07731799432096	Nos3	adult20
-7.37721509611241	-1.95535333105382	Nos1	adult20
-6.27438325559727	-7.26207674690541	5HT	adult20
-1.31566590940587	4.48789702705088	Chat2	adult20
0.972759174797615	3.72194205573741	Chat1	adult20
-1.69258875524632	5.05977927497569	Chat2	adult20
1.6480635913647	4.48358069709483	Chat1	adult20
1.07913445929058	7.68293582252208	Chat3	adult20
0.751658341530641	3.49490987113658	Chat1	adult20
-6.65834779417149	-0.0481194371825144	Nos1	adult20
5.85051803911098	-3.77840251871404	*	adult20
-6.06124753629796	-3.83596779056844	Nos3	adult20
-7.20533914243809	-2.23449153848943	Nos1	adult20
-6.70243854200474	-0.320619475329487	Nos1	adult20
0.184819928053697	6.86926471046153	Chat1	adult20
-5.82318563139073	-2.17343462654409	Nos1	adult20
3.28466015184291	-1.62126566120443	5HT	adult20
0.803900397065958	6.8939734583253	Chat1	adult20
0.713088831547579	6.56826411536876	Chat1	adult20
1.44080891335376	4.38327132514659	Chat1	adult20
-2.96663374578587	-4.70453644939717	NosChat	adult20
4.49848919237026	7.35027133277598	Chat1	adult20
-6.09548015272252	-0.0202223176604197	Nos2	adult20
1.01510661925182	3.70420371345225	Chat1	adult20
1.32724314058193	7.5683537607545	Chat1	adult20
8.14882641160854	3.77109872153941	Other1	adult20
-7.90496129667393	-1.46697033592519	Nos1	adult20
4.18453340852626	7.48267566016856	Chat1	adult20
-1.05438036596409	4.13595305732432	Chat2	adult20
1.68334054077037	4.96073495200816	Chat1	adult20
-6.73960942899815	0.60959683707896	Nos1	adult20
-7.3360068289005	-3.48448021360692	Nos3	adult20
3.16290335977443	-2.63126988359746	Other3	adult20
-5.33711690580479	-9.232784640277	5HT	adult20
0.525701245907625	6.22161876014415	Chat3	adult20
-3.28071565305821	-4.59780145832357	NosChat	adult20
-7.53359765684239	0.420797455822857	Nos1	adult20
-4.50664348280064	-1.03190292068776	Nos2	adult20
-6.23961515104405	-3.69962359615621	Nos3	adult20
-1.11056584989659	5.66906558326426	Chat2	adult20
-7.34859532987706	-3.34831542917546	Nos3	adult20
-3.0747706381046	-4.5240010137206	NosChat	adult20
-1.53793973600499	5.47858249000254	Chat2	adult20
1.64325540387996	8.08031188300792	Chat1	adult20
3.23828225458034	-1.92463387199697	*	adult20
7.9145248445309	2.90522729209605	Other1	adult20
1.42036496723064	7.88013373664561	Chat1	adult20
0.2831150206364	4.08185349754039	Chat3	adult20
5.94404726350673	-3.94491649814901	Glia	adult20
1.7524114760197	7.72120391181651	Chat1	adult20
0.94120293730863	6.98278342536631	Chat2	adult20
2.04178898656734	5.42056475928965	Chat1	adult20
1.42940946543582	7.93780623725596	Chat1	adult20
0.303508332613786	3.37025891593638	Chat1	adult20
1.10550296926864	4.21883021644297	Chat1	adult20
-7.68972463285557	-1.7868275756484	Nos1	adult20
-0.903294154759566	5.38067446998301	Chat2	adult20
-3.80201930677525	-4.42399908253011	NosChat	adult20
1.00113047720857	4.05419312766734	Chat1	adult20
1.35965382182964	6.30399333289805	Chat3	adult20
-6.46861428892247	-3.87688155123052	Nos3	adult20
2.64429347837337	-0.692983996356098	Other4	adult20
1.36247771108516	3.74288474372569	Chat1	adult20
1.33358230317005	7.33916293433848	Chat1	adult20
-7.63099641477696	-2.68352186330613	Nos1	adult20
-7.41706247007481	-2.51950235315618	Nos1	adult20
-4.64783544218175	-1.52316213795003	Nos2	adult20
1.43696194017299	8.12191211036387	Chat1	adult20
-6.95722884809605	-1.82691897102651	Nos1	adult20
7.5455530198849	-2.9849284926897	Glia	adult20
1.33465804779895	7.8775406961793	Chat1	adult20
6.5096667321957	-3.53821839042958	Glia	adult20
-6.8444821325504	-3.87081493088063	Nos3	adult20
-7.46673364317052	-2.82724762358722	Nos1	adult20
-0.878347107525984	4.12501155189219	Chat2	adult20
-0.751132079716841	4.10563622764293	Chat3	adult20
1.8262731941975	7.79021560004893	Chat1	adult20
2.31915049875148	6.86214457801524	Chat1	adult20
-7.10719270383946	-3.46576042124089	Nos3	adult20
-7.430611321088	0.158413517987163	Nos1	adult20
-7.46168298399083	0.0170665865296438	Nos1	adult20
-5.12338323270909	-8.7367490644103	5HT	adult20
-1.00241059934727	4.5524412279481	Chat2	adult20
-7.7365776983463	-2.82842053868827	Nos1	adult20
