UMAP_1	UMAP_2	CellType	orig.ident
-7.44115106209478	1.45851271242104	Nos1	adult20
-7.02979127510748	1.95615201086007	Nos1	adult20
2.5030231083993	-3.89769513517418	Chat3	adult20
-4.46145145043096	2.59848826021157	Nos1	adult20
0.734424432671453	-2.51283152013816	Chat1	adult20
1.3894828166131	-4.15571410566368	Chat1	adult20
-3.97567073448858	-3.81258590131797	Other1	adult20
-6.86807910546026	0.757130172254662	Nos2	adult20
-6.39272300347051	2.25132267564736	Nos1	adult20
-4.1330465470191	-3.83460194974937	Other1	adult20
-3.78856507881842	-1.29042870908775	NosChat	adult20
-1.84145657166204	3.17675082773171	5HT	adult20
2.45901902571955	-2.48916799932518	Chat1	adult20
7.12718017951288	3.00172202676735	Glia	adult20
1.74318583861628	-2.62617618948021	Chat1	adult20
-0.602893510901545	4.77274601549111	5HT	adult20
0.00822713032999178	-2.23149759679832	Chat1	adult20
1.93399306193628	-3.29048616796531	Chat1	adult20
-0.18633250340185	-3.07898933797874	Chat3	adult20
-1.10069839104376	-3.04826147466697	Chat2	adult20
-0.682070890509699	-3.5863505116085	Chat2	adult20
-4.55835286720953	1.6948755273243	*	adult20
6.45143612281122	2.7879318484684	Chat1	adult20
2.02104099646845	-2.62720925718345	Chat1	adult20
2.19811781302729	-4.74583918958702	Chat1	adult20
0.602201720631505	-3.3255398979763	Chat3	adult20
2.52995797053614	-4.25125415235557	Chat1	adult20
-0.13382629498205	-3.60735375791587	Chat2	adult20
-1.65243164643011	3.82850568384133	5HT	adult20
-0.744039693915461	-3.94191367536583	Chat2	adult20
1.00707481608429	-3.7045055142025	Chat1	adult20
-5.04235307320318	2.69264214128457	Nos3	adult20
-5.67125312432012	2.82882278055153	Nos1	adult20
-1.76672689064703	3.00697343439064	5HT	adult20
-1.51138154610357	-2.86330516248741	Chat2	adult20
0.321611722863103	-1.61920721441307	Chat1	adult20
-1.51017514809332	-3.87473542600669	Chat2	adult20
1.27302335754671	-1.47339756399192	Chat1	adult20
1.53369094983378	-4.65770585447349	Chat3	adult20
-0.396917739951228	-1.97754509359397	Chat1	adult20
-6.26669589623175	1.66347353548012	Nos1	adult20
-4.19244996651373	1.86108784765206	Nos3	adult20
-5.41378299339971	1.95793287843666	Nos1	adult20
-7.96465627297125	1.14393629521332	Nos1	adult20
1.66876735345163	-4.90461499601402	Chat1	adult20
-5.49956695183477	1.28060387462578	Nos1	adult20
3.70514782325068	1.43079691022835	5HT	adult20
1.6368823255662	-4.1836348286251	Chat1	adult20
0.58994506851473	-4.23873574644127	Chat1	adult20
0.97408436045685	-1.90269048124351	Chat1	adult20
-4.61746780022344	-2.07998926549949	NosChat	adult20
1.51649596349039	-3.22791774183311	Chat1	adult20
-8.31081334694586	1.45107613891564	Nos2	adult20
0.0237768496636405	-1.89722044378318	Chat1	adult20
2.69495721713343	-4.42568881422081	Chat1	adult20
-3.92105428322515	-3.8223386517147	Other1	adult20
-5.89806262596807	2.66255002111397	Nos1	adult20
2.03854270831385	-3.68923671155967	Chat1	adult20
-1.88267413719854	-2.69930870443382	Chat2	adult20
