UMAP_1	UMAP_2	CellType	orig.ident
-3.1643936884554	4.06085060756136	Nos1	adult20
-5.34140660883504	2.45031403224397	Nos1	adult20
0.472487424596966	4.65204666774202	Chat3	adult20
-6.31246450068074	0.315577017473466	Nos1	adult20
-0.052133585229694	0.835100161241776	Chat1	adult20
0.343040441259564	4.26433514277864	Chat1	adult20
1.68042204259318	-2.43023516018462	Other1	adult20
-4.25237777353841	2.28549479167391	Nos2	adult20
-5.81211164118367	1.3026337496512	Nos1	adult20
1.66771457074565	-2.51721073467802	Other1	adult20
-2.98559119822103	-1.00192786533903	NosChat	adult20
-5.44719197870809	-4.31542379934859	5HT	adult20
0.821816180929364	4.49893044154573	Chat1	adult20
7.93837568639201	-1.99960256893706	Glia	adult20
0.783024762853802	2.393962847399	Chat1	adult20
-3.51827170969564	-6.41117705185484	5HT	adult20
0.143038724645794	0.431806551622635	Chat1	adult20
0.203573917135418	4.14003227870393	Chat1	adult20
-0.446566129937946	0.632929312395341	Chat3	adult20
-0.893492723718464	2.44897507350374	Chat2	adult20
-0.686265255227863	3.04997299830843	Chat2	adult20
-5.63395478846151	0.704810606645829	*	adult20
7.83966324208659	-1.76408029873442	Chat1	adult20
0.405699943288983	3.23489235560823	Chat1	adult20
0.486533378347576	4.89003800074983	Chat1	adult20
-0.262482429757892	1.29517840068269	Chat3	adult20
0.135671352132977	4.58206318538118	Chat1	adult20
-0.71486761690694	1.29052113215852	Chat2	adult20
-4.89617278696614	-4.9716422684915	5HT	adult20
-0.61093809725362	0.59106730143953	Chat2	adult20
0.125004981741131	3.84029911677766	Chat1	adult20
-6.36502626062947	-0.337979806257003	Nos3	adult20
-6.1186435473116	1.77574013392854	Nos1	adult20
-4.66418674112874	-5.07482503135275	5HT	adult20
-1.00535133005696	0.606566416429764	Chat2	adult20
0.245849822744549	0.321228968309647	Chat1	adult20
-1.48133971811849	1.18936060588289	Chat2	adult20
0.697497581228436	0.546643244432694	Chat1	adult20
0.401989911779583	4.56150578181673	Chat3	adult20
-0.246158624902546	0.183494555162675	Chat1	adult20
2.27246901868266	1.90943144481111	Nos1	adult20
-5.93260457636434	-1.55816317875456	Nos3	adult20
-6.10775354029256	0.766714560198075	Nos1	adult20
-4.18693473459798	3.62869595210481	Nos1	adult20
0.0315463292447933	4.38072727839876	Chat1	adult20
-5.52510717035848	1.02026365916658	Nos1	adult20
-4.1147635233553	-5.23502664048743	5HT	adult20
0.137513135656536	2.22922753016878	Chat1	adult20
-0.257361198678791	2.82230995814729	Chat1	adult20
-0.0206802141817204	0.362667547868973	Chat1	adult20
-2.73088052393514	0.811299311327225	NosChat	adult20
0.234647010549725	4.29978893916536	Chat1	adult20
-3.83892371775228	3.6667866579764	Nos2	adult20
0.00872061131876789	0.0551214091055456	Chat1	adult20
0.265616153463543	5.20212219874788	Chat1	adult20
1.4932241189329	-1.19225193340849	Other1	adult20
-5.81961515070516	2.79110382716585	Nos1	adult20
0.176235173925579	3.84864758174349	Chat1	adult20
-1.5439913523348	-0.00201941807340944	Chat2	adult20
0.872185205206097	0.983002649950272	Chat1	adult20
-3.93062045694905	3.809725271868	Nos1	adult20
-6.38146188379842	0.142894732164628	Nos3	adult20
-4.35021903635579	-5.85722012598585	5HT	adult20
-0.701819921747028	2.91844032924104	Chat3	adult20
-2.70928075434285	0.674627291368729	NosChat	adult20
-4.36558892847615	3.38516186397005	Nos1	adult20
-3.75377919794637	1.83194016139436	Nos2	adult20
-5.39466645838338	-1.16211177189421	Nos3	adult20
-0.836974407449543	1.01735256831575	Chat2	adult20
-6.28864362360555	0.297918306993729	Nos3	adult20
-2.55201127649861	0.575040327715165	NosChat	adult20
-0.188313747659504	4.48191116969515	Chat2	adult20
1.86254486916941	-0.863801492048019	Other1	adult20
0.658334945425213	3.28745125453401	Chat1	adult20
-0.562224890008747	0.0656018130056921	Chat3	adult20
8.41105339406413	-1.84818984348845	Glia	adult20
0.539553617223919	4.41208122889925	Chat1	adult20
-0.740892912164508	2.03659390132356	Chat2	adult20
1.00599393723887	2.16672800700594	Chat1	adult20
0.0348105180112728	4.06388901393343	Chat1	adult20
-0.576150203958332	-0.534330380750411	Chat1	adult20
-0.277640367761432	-0.192402852369064	Chat1	adult20
-5.95142820002156	2.35659073512483	Nos1	adult20
-0.688676143899738	1.6933865420096	Chat2	adult20
-2.74742486597615	0.855494486498124	NosChat	adult20
-0.261935020700275	3.6138081423514	Chat1	adult20
0.597389196142376	3.94686649959016	Chat3	adult20
-5.74487474085408	-1.52501107533049	Nos3	adult20
4.78394851563853	-2.96277715046477	Other4	adult20
0.332575534567059	3.56931255977083	Chat1	adult20
-5.95736291529256	1.94425486247469	Nos1	adult20
-6.01593186976033	1.74497364680696	Nos1	adult20
