UMAP_1	UMAP_2	CellType	orig.ident
-6.3333749474374	7.70029153242515	Nos1	adult20
-6.99410769356167	6.61359776869224	Nos1	adult20
4.50173309432591	3.82025517836021	Chat3	adult20
-6.57396504295742	3.75091971769737	Nos1	adult20
1.13582828628147	2.05680550947593	Chat1	adult20
4.87036731826389	3.51285733595299	Chat1	adult20
1.79995277511204	-2.1927947817762	Other1	adult20
-6.25495740784084	5.63216771498131	Nos2	adult20
-6.49165508163845	4.14199866667198	Nos1	adult20
2.05732563125217	-2.39501340374542	Other1	adult20
-2.00723657024776	3.43840350523399	NosChat	adult20
-6.32463285339748	-2.27405802592827	5HT	adult20
5.17066887008274	2.93726672544884	Chat1	adult20
7.0980522929343	-6.17110477075173	Glia	adult20
2.98372104751194	2.31500329389976	Chat1	adult20
-8.85846874130642	-3.77360139474465	5HT	adult20
0.632142096629982	2.03466309919761	Chat1	adult20
3.60788324462498	3.18488397016929	Chat1	adult20
0.683716088405494	2.8432182253878	Chat3	adult20
2.03038480865086	3.79684152021812	Chat2	adult20
2.03516986953342	3.12995757475303	Chat2	adult20
-4.27063366783535	3.47708072081016	*	adult20
7.33980777846897	-5.48941431626869	Chat1	adult20
3.09703138457859	2.5829471530001	Chat1	adult20
5.3581488429221	3.23026980772423	Chat1	adult20
1.78433254348362	2.4385436953585	Chat3	adult20
4.75408056365574	3.25973500624107	Chat1	adult20
1.27938154327	2.8111285151522	Chat2	adult20
-7.28553077591335	-2.14483050689293	5HT	adult20
0.573783665767555	2.8366116465609	Chat2	adult20
3.54199388610447	3.39132584944176	Chat1	adult20
-5.73344752205288	2.59910144224571	Nos3	adult20
-6.73338267219936	4.77670945539879	Nos1	adult20
-7.70818874252712	-2.15741769656731	5HT	adult20
0.43619588004673	3.46217049971031	Chat2	adult20
0.314267665019874	1.5010117472689	Chat1	adult20
0.320347100368385	3.90614594831871	Chat2	adult20
0.102754622569923	1.73299731626915	Chat1	adult20
3.9951584635886	3.7378453196566	Chat3	adult20
-0.100861281284447	1.59141244306968	Chat1	adult20
4.94426134215916	-2.76632298821775	Nos1	adult20
-4.61194607628262	1.70422782316612	Nos3	adult20
-6.61305925262844	3.95359362974571	Nos1	adult20
-6.41362711800014	6.05174340620445	Nos1	adult20
3.00916364776218	3.42284287825035	Chat1	adult20
-5.89286872757351	4.73351420774864	Nos1	adult20
2.78065088378513	-7.00737486466957	5HT	adult20
2.0183985530051	2.68930901899742	Chat1	adult20
3.26996543990696	3.6833003939669	Chat1	adult20
0.314900189510231	1.64561786070274	Chat1	adult20
-0.643195361026879	4.90487803831505	NosChat	adult20
4.66681984054173	3.04877700224327	Chat1	adult20
-5.73116704834377	7.20496549024986	Nos2	adult20
