UMAP_1	UMAP_2	CellType	orig.ident
10.3514375776576	0.0467611119801461	Nos1	adult20
9.87053013747205	-0.91326181435042	Nos1	adult20
1.12503165905942	6.51888473487443	Chat3	adult20
3.22489119475355	3.67457302070207	Chat2	adult20
7.81025601332654	-3.07947198891097	Nos1	adult20
1.30280877058973	2.52957160926408	Chat1	adult20
0.397556425683397	6.36791046119279	Chat1	adult20
-3.05907105500231	0.166115836864179	Other1	adult20
8.84402275984754	-1.1899794771617	Nos2	adult20
8.04117346709241	-2.58885805153304	Nos1	adult20
-8.27713488633166	1.77436073279924	Glia	adult20
-2.85934948021899	0.0259743497425973	Other1	adult20
4.2465722650813	-0.399652881855303	NosChat	adult20
5.59008933012952	-6.09373758577757	5HT	adult20
0.597537258319754	6.28099163032121	Chat1	adult20
-10.5047550111486	1.29443653083391	Glia	adult20
0.898346790723699	3.72565467811174	Chat1	adult20
5.5020608991908	-8.92189495109969	5HT	adult20
1.5400282234477	2.02892692542619	Chat1	adult20
1.36170543139448	4.80452259040422	Chat1	adult20
2.31876207297315	2.29341037726945	Chat3	adult20
2.66109872763624	3.80944736457414	Chat2	adult20
2.02310431902875	3.44297607398576	Chat2	adult20
5.94249964659681	-1.62972681068831	*	adult20
-9.89595698410998	2.25921829200334	Chat1	adult20
1.1201468200015	4.32914741492814	Chat1	adult20
0.392909111134905	6.56721599555559	Chat1	adult20
1.54944897597303	3.38545043922014	Chat3	adult20
0.869320461206335	6.37124355292863	Chat1	adult20
2.11517167990674	2.95475490546769	Chat2	adult20
5.4232821554469	-6.75789092511886	5HT	adult20
2.33547569220533	2.23473651862687	Chat2	adult20
1.59550298159589	5.37188251472062	Chat1	adult20
7.00127268736829	-3.17495767616683	Nos3	adult20
8.60552311842908	-2.46551076912337	Nos1	adult20
5.7009568304347	-7.00530494594031	5HT	adult20
2.89435149138441	2.07343585944719	Chat2	adult20
1.36943078940381	1.42203529334611	Chat1	adult20
3.39710761015882	2.25469882941789	Chat2	adult20
1.53565979903211	1.30955989814348	Chat1	adult20
0.867089220933813	5.89618308997697	Chat3	adult20
1.60644079154004	1.18574531531877	Chat1	adult20
-0.741143098421198	4.4449082181508	Nos1	adult20
-11.0055332093907	1.2655812070424	*	adult20
5.62020970290174	-3.25232164406233	Nos3	adult20
8.10445595686902	-2.93228594803267	Nos1	adult20
9.14512349074354	-0.810315056080157	Nos1	adult20
2.05897117560377	4.53328521705217	Chat1	adult20
7.91555167143812	-1.72673694633895	Nos1	adult20
-9.40175055558215	-2.84098283790999	5HT	adult20
0.537306556157965	3.69963844276018	Chat1	adult20
1.39048052733411	4.8617783353383	Chat1	adult20
1.38429761832227	1.58652313209123	Chat1	adult20
4.49819947188367	1.48211296058244	NosChat	adult20
0.904441306047338	5.7264138028676	Chat1	adult20
9.37556363051404	0.064113693004316	Nos2	adult20
1.5115561575221	1.26865108466691	Chat1	adult20
0.130335921101469	5.99168212867326	Chat1	adult20
-2.3878693490697	0.866837577586836	Other1	adult20
9.47069073622693	-2.15852157616072	Nos1	adult20
1.42547930186262	5.62592990851945	Chat1	adult20
3.01200557654371	0.93355854011125	Chat2	adult20
0.494004645995993	2.95241458869523	Chat1	adult20
9.85866356795301	0.036182956462568	Nos1	adult20
6.55758667891492	-3.10337273621016	Nos3	adult20
-7.5602531343175	2.64265449500627	Other3	adult20
4.94783068602552	-7.71231232428008	5HT	adult20
1.15071643298139	4.19812019324846	Chat3	adult20
4.66231680815687	1.30172069526262	NosChat	adult20
10.4705524534511	-0.461726112598711	Nos1	adult20
7.66943360274305	-0.0949291422312797	Nos2	adult20
5.54088259642591	-2.42889253639632	Nos3	adult20
2.41463924353589	2.5988274381215	Chat2	adult20
7.58392382567396	-3.07281486534529	Nos3	adult20
