UMAP_1	UMAP_2	orig.ident	CellType
-0.298569097158941	7.55595210760595	adult19	*
-0.412783279058966	7.61790517538549	adult19	*
-3.81660492622617	7.59762719839574	adult19	*
0.805841372373072	-5.69790598184107	adult19	*
3.28108279502627	-12.1443519237661	adult19	*
-0.954815908310446	6.34121946066381	adult19	*
-2.55063147747281	8.0938606616831	adult19	*
3.53598181998965	-11.622496569457	adult19	*
-4.45387752258542	3.95808390348913	adult19	*
-7.59563811027768	3.66002944677831	adult19	*
1.94482223785159	-4.20323559075831	adult19	*
8.40581910407778	-1.40068336755274	adult19	*
2.58804957664248	-3.87972255975245	adult19	*
-10.1153066893792	3.24866000383855	adult19	*
0.74842636382815	-5.93023248940943	adult19	*
-0.749104402003321	-5.51611086160182	adult19	*
-0.925864464578661	-3.84568306237696	adult19	*
-0.521226241228613	-5.39672991067408	adult19	*
-3.47022946083311	5.66976026266576	adult19	*
8.62902943885562	-1.85201259881495	adult19	*
2.04642741477725	-4.40423437386988	adult19	*
1.80354635513064	-4.06337400704859	adult19	*
1.40530221259829	-4.95145221978663	adult19	*
2.10758797919985	-4.05322262078761	adult19	*
-0.683554335472616	-4.49539705544947	adult19	*
-8.35714419090513	4.06338885992528	adult19	*
-1.39575184786085	-4.03579756051539	adult19	*
1.10228960311648	-3.18601557046412	adult19	*
-3.7286420603967	7.81279758184911	adult19	*
-2.14409930908445	7.76270822256566	adult19	*
-8.37943537437681	3.20367542475225	adult19	*
-2.01395411693815	-4.96439834863185	adult19	*
-0.303442194101843	-7.13899513513087	adult19	*
-2.10588641369108	-3.97876545220851	adult19	*
1.10109107291934	-6.7811040523672	adult19	*
1.30709163940188	-3.11969896584986	adult19	*
-0.732331230280432	-7.14215084344386	adult19	*
-0.77691470363501	6.86554387777807	adult19	*
-4.60462768280271	6.12950614660741	adult19	*
-2.83982260429624	7.63952020376684	adult19	*
0.0489728907370243	7.21781161993505	adult19	*
0.59132187164065	-3.95183464318751	adult19	*
-2.93270237648252	6.02249387472631	adult19	*
5.1750957230353	-1.96343656808375	adult19	*
2.76388947761294	-4.11415573388575	adult19	*
0.269139216306177	-7.02294441491603	adult19	*
-3.39714296066526	2.31599870890142	adult19	*
4.87169329917666	-5.09575172692774	adult19	*
-0.625529198882612	5.92979005545141	adult19	*
-0.512980445263418	-6.99004169732569	adult19	*
3.3363882759833	-11.7042827251577	adult19	*
-1.96237559520963	8.59589866369726	adult19	*
1.57224385535952	-3.78813024789332	adult19	*
-1.92373414242032	-5.46450277596949	adult19	*
1.55048863685366	-6.35311075479029	adult19	*
-4.23505122864011	7.37196449011327	adult19	*
-10.3428562422967	4.65444687574865	adult19	*
0.483747051122156	-4.27354284554957	adult19	*
-3.79035074913267	2.63959339827062	adult19	*
0.542385385396448	7.60957530706884	adult19	*
-1.56556852066282	4.55002907484533	adult19	*
-4.22156484329465	6.47301582067968	adult19	*
-1.44050188266996	-4.00539680749415	adult19	*
-4.11239559852842	7.39512304037572	adult19	*
-3.45601518356565	2.28559527367116	adult19	*
-1.80178929769758	-3.71901603967189	adult19	*
2.86884825027224	-10.9077014568472	adult19	*
1.90013663566348	-2.95989605218409	adult19	*
-0.731630175349745	-6.34913584023951	adult19	*
8.07936875617739	0.245155727562917	adult19	*
2.25656335151431	-3.233188593688	adult19	*
1.75737945831057	-4.4392809513235	adult19	*
2.21740357673403	-6.13912340432643	adult19	*
1.70217768943545	-3.24270197183131	adult19	*
-1.20039747559789	-7.04413696557521	adult19	*
-0.0375969549393979	-6.78636928826808	adult19	*
-2.29303403103116	8.11533549993993	adult19	*
-1.32278878891233	-4.3850817325735	adult19	*
-3.91780526840452	3.00856951445104	adult19	*
0.274654434087244	-6.34802337914942	adult19	*
-4.62245853149656	6.38328078955175	adult19	*
3.98636405265566	-1.40960665971278	adult19	*
0.302548334958521	-7.05861946374415	adult19	*
-3.50100643837217	7.7600655910349	adult19	*
-3.21218521797422	7.8046326991892	adult19	*
-2.08290417396787	4.81658176153661	adult19	*
-2.16305799686674	7.42677835196019	adult19	*
1.72891204154727	-4.42515655786036	adult19	*
-4.62574060165647	6.99886087149144	adult19	*
-3.1825326224542	7.86510709494115	adult19	*
-1.97006173336271	-5.00499626428126	adult19	*
-1.49739976131681	-5.96720787316798	adult19	*
1.86136309898135	-3.93146892816065	adult19	*
-4.13617618286374	7.43182615011693	adult19	*
-0.142638637659582	7.64381746023656	adult19	*
-0.149156286356482	7.6756158229685	adult19	*
-9.86551649772886	3.4313611146784	adult19	*
-1.6086014052606	-5.12935634881495	adult19	*
-3.39021785461667	7.90525344580175	adult19	*
-2.08587188923124	4.68110111921789	adult19	*
8.00993077552554	0.25364402502538	adult19	*
-0.393724693892035	7.84716132849218	adult19	*
5.30522219932315	-2.03742595941065	adult19	*
8.1360971192145	-0.581220591368663	adult19	*
-10.3437889357782	3.3250561115122	adult19	*
-0.126635088560614	6.70595935553075	adult19	*
3.67681233680483	-1.44109889298915	adult19	*
-1.52712632620099	8.04982713430883	adult19	*
-1.16371478044752	8.16119960516454	adult19	*
-2.0808800002313	-4.70610567361354	adult19	*
-0.244666888353857	7.93579391211034	adult19	*
-2.17121739589933	8.10271648138524	adult19	*
-3.55064780914548	2.47481969564916	adult19	*
-1.7447970052934	-5.49717804223536	adult19	*
1.07258944308993	-5.77864118844508	adult19	*
1.42161910331484	-3.66011759072779	adult19	*
-0.867060477820667	5.63727668493749	adult19	*
1.54512064254519	-3.22092386514186	adult19	*
0.245603964688745	6.54233649939061	adult19	*
1.95206539428469	-3.6163615825796	adult19	*
1.15747980869052	-3.61662527352809	adult19	*
0.70725421703097	-3.26620432168482	adult19	*
-1.0073183318353	7.38874295919896	adult19	*
-1.53395391905073	5.46304134100438	adult19	*
-4.2423847457147	4.57600477903844	adult19	*
-4.49853403770688	5.7088451740122	adult19	*
2.4005710343146	-4.8436679485464	adult19	*
0.844625161054102	-5.54402681619166	adult19	*
-0.445048524973425	7.20039705008031	adult19	*
-0.123240067598852	-3.61445471078395	adult19	*
-1.14105476343397	-7.06378074914454	adult19	*
0.193217919232813	7.19473365515233	adult19	*
2.292460129621	-5.95269771844386	adult19	*
2.11010806358096	-5.46916672021388	adult19	*
2.76442734992739	-5.71951338082789	adult19	*
-7.53253157341245	3.50673333376409	adult19	*
1.36590974128481	-5.54666467935084	adult19	*
3.49923150336978	-11.2898797634268	adult19	*
-10.5758713027215	4.23890784948827	adult19	*
-0.793757698473963	-6.97492691308497	adult19	*
-0.501337929604086	6.43699649542333	adult19	*
2.32972018516299	-3.29246422082423	adult19	*
-1.50360853874448	8.41208032339574	adult19	*
-1.21968383991483	7.88805392950536	adult19	*
-0.599174528358015	6.92219928472997	adult19	*
-1.70735765897993	-4.96984478265284	adult19	*
2.00030009544131	-3.49085136682032	adult19	*
-0.807221179803344	8.14551309317113	adult19	*
-0.0054303547120419	8.00534681051732	adult19	*
-3.91512305938962	2.97413614958288	adult19	*
0.292419002416101	-3.82065626412867	adult19	*
0.694906638028589	-5.41685434609889	adult19	*
0.0112953046583805	-6.72848221093653	adult19	*
0.450600192906824	7.09081271856786	adult19	*
-9.66122229301694	4.35729721754552	adult19	*
0.679088876607386	-4.93167539865016	adult19	*
-8.35335142814878	3.96314743727208	adult19	*
-8.85141070091489	3.75929144590856	adult19	*
-10.4318741103387	4.61202672689916	adult19	*
-1.45837016308072	8.6251688358164	adult19	*
-10.088974787829	4.56032279699804	adult19	*
2.52611939704653	-3.86256738931178	adult19	*
1.67065183913943	-3.65197082787989	adult19	*
-2.49422903263334	5.87771371572973	adult19	*
-1.06646819317106	5.93887475698949	adult19	*
-7.48983843528989	4.41012004583837	adult19	*
-2.09889204704526	-4.84295841485499	adult19	*
-10.6116388579583	3.94317630499364	adult19	*
2.13742701804873	-3.043406927886	adult19	*
-7.12004454338315	3.51942495077611	adult19	*
-4.16216523849729	2.34919497936727	adult19	*
-4.68891294204954	6.5701880809641	adult19	*
7.52781407630679	-2.412312472167	adult19	*
8.32303731239077	-1.46377440721034	adult19	*
6.39914767539736	-2.38972541123866	adult19	*
1.5980283478522	-6.18796297341822	adult19	*
1.6409537056708	-5.75353809625148	adult19	*
1.09360246455905	-3.13159843713282	adult19	*
-1.93586905205015	4.63387612074376	adult19	*
2.91431109702822	-10.9984559658193	adult19	*
-0.175782098410162	-4.66463323861598	adult19	*
-3.39438517296079	6.07752708166601	adult19	*
1.02014772689578	-5.45533272058009	adult19	*
-0.0582610508179989	8.02752021521093	adult19	*
8.64373605048892	-1.0954658630514	adult19	*
8.07436959541079	-0.03882571488856	adult19	*
0.695126102330652	-4.35349365502833	adult19	*
8.55704705512759	-1.01279851228236	adult19	*
8.41319577491519	-1.99095555573939	adult19	*
2.46400897300479	-3.47183891564845	adult19	*
-3.89430983268979	2.68876031607152	adult19	*
-8.99376375877622	3.71506479948522	adult19	*
-1.0789306005216	6.19398597448827	adult19	*
-4.440356566546	7.13102010458471	adult19	*
0.500940368535486	-6.5669345501089	adult19	*
-0.196364357111486	6.53733161657811	adult19	*
8.13495461738345	-1.67339416772364	adult19	*
0.868460820081202	-4.20633837014674	adult19	*
1.06211333072421	-3.00436159402369	adult19	*
-1.48375494682554	7.68075326651098	adult19	*
1.22159592902896	-6.18750139504908	adult19	*
-1.02417068087819	6.95529226034643	adult19	*
3.11414854324099	-11.0581225994253	adult19	*
1.91613285339114	-3.68909784585475	adult19	*
-0.410824908850225	6.77450660437108	adult19	*
-8.26006825172666	3.03354898661138	adult19	*
0.358061955335108	-4.00271555215357	adult19	*
0.841696665646997	-3.60362001687525	adult19	*
-1.0893455883241	-3.73984476357936	adult19	*
1.61379043853518	-6.51094242364405	adult19	*
-0.316825224993261	-6.71296306878565	adult19	*
3.05025832450625	-11.717075312438	adult19	*
-4.0150099536157	2.43978134363653	adult19	*
-2.70455153190854	4.87096337049962	adult19	*
8.05560319221255	-0.34853657514094	adult19	*
0.797296092870203	-3.76047226220606	adult19	*
-3.08151824676755	2.89924160212041	adult19	*
-10.6283653517938	4.64949015348913	adult19	*
-2.47417528831724	8.37258580893041	adult19	*
-0.948788239595923	-3.56508394509791	adult19	*
-3.45693547928098	2.56962743967534	adult19	*
-1.77416266405347	8.18277267187597	adult19	*
-3.12626035415891	7.8092189189768	adult19	*
-7.60271055900815	3.26993719309331	adult19	*
5.96639935767886	-2.66624590188502	adult19	*
-1.05767908596757	6.46656612127782	adult19	*
-4.2870817919946	7.291141068635	adult19	*
0.247690246465174	-6.75512501031398	adult19	*
-0.58129179382089	-4.22382255822657	adult19	*
-1.80467344724897	-5.58295389443873	adult19	*
3.15596287048098	-11.6124658229971	adult19	*
-3.37338264190916	2.60205320089818	adult19	*
0.728904769780603	-5.39655014306544	adult19	*
1.95799987113711	-5.0653156879568	adult19	*
-10.1120746871209	4.31003240316869	adult19	*
-0.812835927678714	-3.83560653954981	adult19	*
-4.55998380386594	6.41306165426732	adult19	*
0.0775808552527103	-3.49226995736598	adult19	*
-8.54269106590513	3.58185914724828	adult19	*
-8.76106007301572	3.08934000700475	adult19	*
-0.0578169962144223	-3.59214397698878	adult19	*
3.9074765900397	-11.3015193584585	adult19	*
-7.80410940849546	4.50133517950536	adult19	*
-4.0650964518762	2.205911493001	adult19	*
0.720635340573755	-4.16954466134547	adult19	*
-8.17049677574399	3.6728332397318	adult19	*
2.25668589866397	-5.12011667520045	adult19	*
3.51326148307559	-11.8881291988516	adult19	*
2.62533204353091	-4.0595783832693	adult19	*
-0.659872888562712	6.41187003820897	adult19	*
0.926408098103968	-4.07579895287989	adult19	*
1.98758857047793	-4.82164951592921	adult19	*
0.0704842666411075	-7.06611629754542	adult19	*
-8.25546152794126	3.1789572593546	adult19	*
-3.9816265841699	7.56580785482885	adult19	*
-2.80750425064329	7.98983672827245	adult19	*
0.388147399785486	-6.52003856927394	adult19	*
-4.00772435867551	2.81187001436712	adult19	*
4.15468900001284	-4.98311134606837	adult19	*
-10.2130516310907	4.75757483213903	adult19	*
0.858035371663538	-4.28838011056422	adult19	*
-1.33657146894697	8.13646033972265	adult19	*
-4.09133870804075	4.74270299643041	adult19	*
-1.67422045671705	4.75726345747472	adult19	*
-0.823247956087324	6.60864928930761	adult19	*
-7.99017794334653	3.8777003642893	adult19	*
-4.22400267326597	6.46978906363012	adult19	*
-0.7798150581992	-6.14939066201686	adult19	*
1.13554231918093	-3.21972938806056	adult19	*
0.955283568265406	-4.34411808282374	adult19	*
-7.50352223121885	4.54332951277257	adult19	*
-0.0593513389802304	7.35138276785375	adult19	*
-4.67564208709958	6.52971700399877	adult19	*
2.41924254691836	-4.21515175134181	adult19	*
0.90885047710177	-4.16954799920558	adult19	*
0.429457233312098	6.69345477789403	adult19	*
-0.967695726988348	8.36990550726415	adult19	*
2.87246386802432	-10.7588271740103	adult19	*
-0.602055787084135	7.5352669116831	adult19	*
1.04961137569186	-4.546674216094	adult19	*
0.618872330548731	-4.48751493722438	adult19	*
-0.844223902536067	-3.91840168267726	adult19	*
-4.50117857658628	7.21420863836767	adult19	*
2.64650480544802	-4.0872940662527	adult19	*
-9.72293837272886	4.09086564749242	adult19	*
-1.24280585253004	-6.87283607751368	adult19	*
1.95080082214114	-3.78416248589991	adult19	*
-1.13381315672162	8.39554456442357	adult19	*
-1.26057411634687	5.05301073759557	adult19	*
-3.07220490181211	5.27173165052892	adult19	*
-8.43350298607114	3.25086990564824	adult19	*
3.42624728477236	-12.08561321527	adult19	*
-9.49137003624204	3.98720697134496	adult19	*
-8.06001217567685	3.38126352995397	adult19	*
2.36617176330325	-4.66212269097804	adult19	*
-0.696227996585402	7.25703147619726	adult19	*
1.45618192947146	-3.76154514581202	adult19	*
-0.0904599567628231	7.41740421026708	adult19	*
3.64686076438662	-1.56911178857325	adult19	*
-3.80574138366941	3.01402906149389	adult19	*
7.88726823127505	-0.843582356276499	adult19	*
-7.03065951072935	3.53800562590123	adult19	*
0.950121925237146	-3.81212326318263	adult19	*
1.75892131126162	-4.164829218688	adult19	*
3.32708565986392	-11.8200034740591	adult19	*
-3.0780814429498	7.99014953344823	adult19	*
1.5259417752051	-5.64128252297877	adult19	*
-4.27520139419797	4.53218630522252	adult19	*
8.25052087104556	-1.45840283662318	adult19	*
-4.47928173744443	7.1301155444956	adult19	*
2.75977461135623	-3.95935150414942	adult19	*
0.626224325063196	7.02698043554784	adult19	*
-0.960246204373869	7.81897262304784	adult19	*
-0.756219013569387	6.08851054876806	adult19	*
3.60759751594302	-11.1186074855947	adult19	*
0.793299839856592	-4.70684429437159	adult19	*
3.44410483634707	-11.3237819317007	adult19	*
-10.0613935729242	3.10981503695012	adult19	*
-0.268483950731787	8.27153876989843	adult19	*
-4.09770901405576	2.45417783230306	adult19	*
-7.57125599586728	3.63702062338353	adult19	*
-2.37153024875883	4.59786776274206	adult19	*
-4.68123800956968	4.44784001081945	adult19	*
-8.56238062584165	3.3269293662882	adult19	*
-1.76654465400937	-4.49852939874171	adult19	*
0.187997863652674	-4.98097654611109	adult19	*
-2.30600030624631	5.52386549681188	adult19	*
-2.32780618870023	8.1217770931101	adult19	*
0.382412240865198	-4.70982023507594	adult19	*
1.45191972053286	-6.08546921044825	adult19	*
1.35018126762148	-3.19773670464991	adult19	*
-9.97416956627134	3.24580923288823	adult19	*
1.02599458492037	-5.9832410457754	adult19	*
-0.653065129158529	-7.14007564813136	adult19	*
-2.98706515037778	5.00510314672948	adult19	*
-3.41624171936277	7.97482589453222	adult19	*
-1.67332585060361	8.16573671072484	adult19	*
-0.444551452038321	-6.06801887780665	adult19	*
-3.52328045570615	3.26565602987768	adult19	*
-0.243409945604834	-5.30665537148951	adult19	*
0.67638354099032	-5.08468242913722	adult19	*
-4.18790323936704	3.55371621817113	adult19	*
-2.12474258148435	-4.05135341912745	adult19	*
-0.61845333778623	-3.89492222100733	adult19	*
-4.05352266037229	2.31054857939245	adult19	*
0.174255774381128	-3.49765392571925	adult19	*
0.086062953832117	-6.88491340905665	adult19	*
1.99041168487307	-3.81468292504786	adult19	*
2.89523570335147	-10.7989968898916	adult19	*
-1.68428935014966	4.96793965071203	adult19	*
3.20647685325381	-12.286878550353	adult19	*
-8.42968304359678	3.63496044844152	adult19	*
0.184200690152613	-5.14829489022731	adult19	*
-1.50328625643018	7.14936546057226	adult19	*
0.373056934239832	7.49582723349096	adult19	*
-7.63706762993101	3.45091716021062	adult19	*
8.29030911720034	-0.918589794936167	adult19	*
-4.31220753395322	5.50979546278478	adult19	*
0.505744264485804	-4.72805162698268	adult19	*
-1.70982940399412	5.26164725988866	adult19	*
3.95765559470889	-1.47979780465602	adult19	*
-0.285853995916876	-6.1362065914297	adult19	*
1.02730898654696	-6.46319290429591	adult19	*
-3.94324619972471	7.40134910315038	adult19	*
5.98496262824771	-2.70653816491603	adult19	*
-1.61905409300092	-3.97583099633692	adult19	*
1.04897169864413	-4.88035866052149	adult19	*
3.2401067475104	-11.4822339656973	adult19	*
6.11325137412783	-2.67286583215235	adult19	*
-0.270355953810247	-6.85890575677394	adult19	*
-4.61175067627195	6.2837701198435	adult19	*
-2.22844417297605	5.42384842604162	adult19	*
